NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
Timm10b	2	ENSMUSG00000110234:ENSMUSG00000089847	
Shld3	1	ENSMUSG00000118537	
Bad	1	ENSMUSG00000024959	
Shld1	1	ENSMUSG00000044991	
Shld2	1	ENSMUSG00000041471	
Arhgap27os2	1	ENSMUSG00000085360	
Arhgap27os3	1	ENSMUSG00000085887	
Ctnnbip1	1	ENSMUSG00000028988	
Arhgap27os1	1	ENSMUSG00000085733	
Bc1	1	ENSMUSG00000115783	
Vps35l	1	ENSMUSG00000030982	
BC004004	1	ENSMUSG00000052712	
Bax	1	ENSMUSG00000003873	
Dennd3	1	ENSMUSG00000036661	
Gm5550	1	ENSMUSG00000106419	
A930041C12Rik	1	ENSMUSG00000085900	
Mdc1	1	ENSMUSG00000061607	
Lman1	1	ENSMUSG00000041891	
Gm5551	1	ENSMUSG00000106390	
Gm18541	1	ENSMUSG00000110768	
Gm6883	1	ENSMUSG00000117515	
Gm5552	1	ENSMUSG00000106558	
Gm4221	1	ENSMUSG00000096948	
Gm5553	1	ENSMUSG00000107006	
Ptdss1	1	ENSMUSG00000021518	
Stmp1	1	ENSMUSG00000073155	
Gm6884	1	ENSMUSG00000082960	
Gm5555	1	ENSMUSG00000083477	
Gm6887	1	ENSMUSG00000092301	
Ngdn	1	ENSMUSG00000022204	
Lman2	1	ENSMUSG00000021484	
Ptdss2	1	ENSMUSG00000025495	
Clvs1	1	ENSMUSG00000041216	
Gm5558	1	ENSMUSG00000096726	
5930403N24Rik	1	ENSMUSG00000046463	
Gm5559	1	ENSMUSG00000096617	
Smim22	1	ENSMUSG00000096215	
Gm17214	1	ENSMUSG00000091315	
Smim20	1	ENSMUSG00000061461	
Clvs2	1	ENSMUSG00000019785	
Smim15	1	ENSMUSG00000071180	
Smim14	1	ENSMUSG00000037822	
Smim13	1	ENSMUSG00000091264	
Dapl1	1	ENSMUSG00000026989	
Gm32856	1	ENSMUSG00000110605	
AI593442	1	ENSMUSG00000078307	
Smim19	1	ENSMUSG00000031534	
Gm32857	1	ENSMUSG00000115536	
Smim18	1	ENSMUSG00000094500	
Smim17	1	ENSMUSG00000093536	
Bbx	1	ENSMUSG00000022641	
Rnf113a1	1	ENSMUSG00000036537	
Vwa5b1	1	ENSMUSG00000028753	
Rab11b	1	ENSMUSG00000077450	
Ngef	1	ENSMUSG00000026259	
U2surp	1	ENSMUSG00000032407	
Rab11a	1	ENSMUSG00000004771	
Rnf113a2	1	ENSMUSG00000098134	
Vwa5b2	1	ENSMUSG00000046613	
Gm19863	1	ENSMUSG00000102650	
Gm5560	1	ENSMUSG00000067161	
Gm5561	1	ENSMUSG00000096474	
Gm5564	1	ENSMUSG00000046440	
Supt3	1	ENSMUSG00000038954	
Gm5566	1	ENSMUSG00000080002	
Supt5	1	ENSMUSG00000003435	
Smim30	1	ENSMUSG00000052419	
Tyw3	1	ENSMUSG00000047583	
Gm6899	1	ENSMUSG00000068314	
Tyw5	1	ENSMUSG00000048495	
Gm18537	1	ENSMUSG00000108484	
Eml1	1	ENSMUSG00000058070	
Smim33	1	ENSMUSG00000073598	
Eml3	1	ENSMUSG00000071647	
Eml2	1	ENSMUSG00000040811	
Smim27	1	ENSMUSG00000028407	
Bcr	1	ENSMUSG00000009681	
Eml5	1	ENSMUSG00000051166	
Gm31532	1	ENSMUSG00000107430	
Smim26	1	ENSMUSG00000074754	
Eml4	1	ENSMUSG00000032624	
Smim24	1	ENSMUSG00000078439	
Snap47	1	ENSMUSG00000009894	
Eml6	1	ENSMUSG00000044072	
Dapk1	1	ENSMUSG00000021559	
Dapk2	1	ENSMUSG00000032380	
Smim29	1	ENSMUSG00000062753	
Dapk3	1	ENSMUSG00000034974	
Supt6	1	ENSMUSG00000002052	
Avpr1a	1	ENSMUSG00000020123	
Gabarap	1	ENSMUSG00000018567	
Ngfr	1	ENSMUSG00000000120	
Gm5530	1	ENSMUSG00000087008	
Gm18561	1	ENSMUSG00000108362	
Gm6863	1	ENSMUSG00000043483	
Gm5532	1	ENSMUSG00000073535	
Gm4202	1	ENSMUSG00000091421	
Stmn1	1	ENSMUSG00000028832	
Gm4204	1	ENSMUSG00000079139	
Gm5535	1	ENSMUSG00000074758	
Gm6867	1	ENSMUSG00000112413	
Fpr1	1	ENSMUSG00000045551	
Gm5537	1	ENSMUSG00000069008	
Fpr2	1	ENSMUSG00000052270	
Gm4208	1	ENSMUSG00000100426	
Gm5539	1	ENSMUSG00000103986	
Rspry1	1	ENSMUSG00000050079	
2310040G24Rik	1	ENSMUSG00000101655	
Gm32834	1	ENSMUSG00000112959	
Gm31504	1	ENSMUSG00000120252	
Mir24-2	1	ENSMUSG00000065541	
Stmn2	1	ENSMUSG00000027500	
Stmn3	1	ENSMUSG00000027581	
Rsu1	1	ENSMUSG00000026727	
Stmn4	1	ENSMUSG00000022044	
Gm44812	1	ENSMUSG00000109021	
Gm17222	1	ENSMUSG00000095512	
Igsf23	1	ENSMUSG00000040498	
Gm5540	1	ENSMUSG00000048916	
Gm6872	1	ENSMUSG00000091004	
Igsf21	1	ENSMUSG00000040972	
Gm20878	1	ENSMUSG00000078747	
Myadml2	1	ENSMUSG00000025141	
Gm4211	1	ENSMUSG00000097146	
Pmm2	1	ENSMUSG00000022711	
Gm5544	1	ENSMUSG00000074388	
Pmm1	1	ENSMUSG00000022474	
Gm5547	1	ENSMUSG00000104835	
Gm6877	1	ENSMUSG00000083557	
Gm5548	1	ENSMUSG00000045952	
Gm4217	1	ENSMUSG00000097954	
Gm17228	1	ENSMUSG00000091426	
Smim12	1	ENSMUSG00000042380	
Gm4219	1	ENSMUSG00000091378	
Aaas	1	ENSMUSG00000036678	
Smim11	1	ENSMUSG00000051989	
Ifi202b	1	ENSMUSG00000026535	
Snap29	1	ENSMUSG00000022765	
Snap25	1	ENSMUSG00000027273	
Spaar	1	ENSMUSG00000028475	
Gm31513	1	ENSMUSG00000113052	
Gm29201	1	ENSMUSG00000099663	
Dnttip2	1	ENSMUSG00000039756	
Dnttip1	1	ENSMUSG00000017299	
Snap23	1	ENSMUSG00000027287	
Gm32849	1	ENSMUSG00000109203	
Manbal	1	ENSMUSG00000063019	
Rpusd4	1	ENSMUSG00000032044	
Rpusd2	1	ENSMUSG00000027324	
Gm5597	1	ENSMUSG00000098009	
Rpusd3	1	ENSMUSG00000051169	
Lad1	1	ENSMUSG00000041782	
Rpusd1	1	ENSMUSG00000041199	
Tigd3	1	ENSMUSG00000044390	
Tigd2	1	ENSMUSG00000049232	
Moap1	1	ENSMUSG00000096458	
Tigd5	1	ENSMUSG00000103906	
Tigd4	1	ENSMUSG00000047819	
Gm32815	1	ENSMUSG00000115777	
Gm32816	1	ENSMUSG00000108668	
1700003M07Rik	1	ENSMUSG00000085389	
Mdfi	1	ENSMUSG00000032717	
Bgn	1	ENSMUSG00000031375	
Rspo1	1	ENSMUSG00000028871	
Emp1	1	ENSMUSG00000030208	
Tlr12	1	ENSMUSG00000062545	
Emp3	1	ENSMUSG00000040212	
Rspo3	1	ENSMUSG00000019880	
Rspo2	1	ENSMUSG00000051920	
Emp2	1	ENSMUSG00000022505	
Tlr13	1	ENSMUSG00000033777	
Aacs	1	ENSMUSG00000029482	
Bdh2	1	ENSMUSG00000028167	
Bdh1	1	ENSMUSG00000046598	
Cyp20a1	1	ENSMUSG00000049439	
Aldh1l1	1	ENSMUSG00000030088	
Aldh1l2	1	ENSMUSG00000020256	
Mir22hg	1	ENSMUSG00000085148	
Gm4240	1	ENSMUSG00000115025	
2010001A14Rik	1	ENSMUSG00000087165	
Gm5575	1	ENSMUSG00000099891	
Gm5576	1	ENSMUSG00000108045	
Gm5577	1	ENSMUSG00000084950	
Gm4246	1	ENSMUSG00000092240	
Gm5578	1	ENSMUSG00000029633	
Gm4247	1	ENSMUSG00000110124	
Champ1	1	ENSMUSG00000047710	
Mef2d	1	ENSMUSG00000001419	
Anapc15-ps	1	ENSMUSG00000074780	
B230206L02Rik	1	ENSMUSG00000086003	
Nfam1	1	ENSMUSG00000058099	
Pms2	2	ENSMUSG00000079109:ENSMUSG00000075569	
Bid	1	ENSMUSG00000004446	
Pms1	1	ENSMUSG00000026098	
Ecpas	1	ENSMUSG00000050812	
Hinfp	1	ENSMUSG00000032119	
Gm5582	1	ENSMUSG00000058873	
Veph1	1	ENSMUSG00000027831	
Pcmt1	1	ENSMUSG00000019795	
Gm19840	1	ENSMUSG00000091194	
Gm5586	1	ENSMUSG00000108366	
Mdh1	1	ENSMUSG00000020321	
Mdh2	1	ENSMUSG00000019179	
Gm5587	1	ENSMUSG00000108518	
Bik	1	ENSMUSG00000016758	
Gm4258	1	ENSMUSG00000098243	
Qprt	1	ENSMUSG00000030674	
Mef2a	1	ENSMUSG00000030557	
Tigar	1	ENSMUSG00000038028	
Mef2b	1	ENSMUSG00000079033	
Mef2c	1	ENSMUSG00000005583	
Asrgl1	1	ENSMUSG00000024654	
2610306M01Rik	1	ENSMUSG00000100164	
Gm5590	1	ENSMUSG00000046372	
Brme1	1	ENSMUSG00000008129	
Rcan1	1	ENSMUSG00000022951	
Rcan2	1	ENSMUSG00000039601	
Rcan3	1	ENSMUSG00000059713	
Gm6801	1	ENSMUSG00000100069	
Gm6807	1	ENSMUSG00000057605	
Emsy	1	ENSMUSG00000035401	
Gm6808	1	ENSMUSG00000090162	
Luzp1	1	ENSMUSG00000001089	
Pptc7	1	ENSMUSG00000038582	
Snord58b	1	ENSMUSG00000064871	
Luzp2	1	ENSMUSG00000063297	
Rita1	1	ENSMUSG00000029600	
Cdkal1	1	ENSMUSG00000006191	
H2-Ab1	1	ENSMUSG00000073421	
Lag3	1	ENSMUSG00000030124	
Snrnp70	1	ENSMUSG00000063511	
Dzank1	1	ENSMUSG00000037259	
Gm6813	1	ENSMUSG00000117972	
Mtmr10	1	ENSMUSG00000030522	
Gm29266	1	ENSMUSG00000101797	
Mtmr14	1	ENSMUSG00000030269	
Gm30251	1	ENSMUSG00000116847	
Mtmr12	1	ENSMUSG00000039458	
Mtmr11	1	ENSMUSG00000045934	
Trak1	1	ENSMUSG00000032536	
Trak2	1	ENSMUSG00000026028	
Traip	1	ENSMUSG00000032586	
Blk	1	ENSMUSG00000014453	
Snrnp40	1	ENSMUSG00000074088	
Blm	1	ENSMUSG00000030528	
Snrnp48	1	ENSMUSG00000021431	
Rnu2-10	1	ENSMUSG00000118837	
Tfcp2l1	1	ENSMUSG00000026380	
Rps18-ps1	1	ENSMUSG00000083914	
Bmf	1	ENSMUSG00000040093	
Rps18-ps3	1	ENSMUSG00000057657	
Gm43568	1	ENSMUSG00000106365	
Mdn1	1	ENSMUSG00000058006	
4933427E11Rik	1	ENSMUSG00000044276	
Apmap	1	ENSMUSG00000033096	
Igsf9b	1	ENSMUSG00000034275	
Dhcr7	1	ENSMUSG00000058454	
Bmx	1	ENSMUSG00000031377	
Mpdu1	1	ENSMUSG00000018761	
Fam43a	1	ENSMUSG00000046546	
Fam43b	1	ENSMUSG00000078235	
Gm31597	1	ENSMUSG00000109602	
BE692007	1	ENSMUSG00000099757	
Gm30275	1	ENSMUSG00000104658	
Natd1	1	ENSMUSG00000018931	
Mdm2	1	ENSMUSG00000020184	
Aak1	1	ENSMUSG00000057230	
Mdm4	1	ENSMUSG00000054387	
Gm43578	1	ENSMUSG00000106836	
Mdm1	1	ENSMUSG00000020212	
Traf7	1	ENSMUSG00000052752	
Gm18584	1	ENSMUSG00000107853	
Erlec1	1	ENSMUSG00000020311	
Traf4	1	ENSMUSG00000017386	
Gm17251	1	ENSMUSG00000090952	
Bdnf	1	ENSMUSG00000048482	
Traf3	1	ENSMUSG00000021277	
Gm5510	1	ENSMUSG00000083458	
Traf6	1	ENSMUSG00000027164	
Gm5511	1	ENSMUSG00000100615	
Traf5	1	ENSMUSG00000026637	
Snrnp25	1	ENSMUSG00000040767	
Gm5513	1	ENSMUSG00000063586	
Snrnp27	1	ENSMUSG00000001158	
Gm6847	1	ENSMUSG00000116343	
Gm17259	1	ENSMUSG00000097793	
Gm5517	1	ENSMUSG00000117788	
Gm5518	1	ENSMUSG00000068466	
Gm18588	1	ENSMUSG00000093402	
Gm32899	1	ENSMUSG00000112567	
Tradd	1	ENSMUSG00000031887	
Boc	1	ENSMUSG00000022687	
Traf2	1	ENSMUSG00000026942	
Hus1b	1	ENSMUSG00000076430	
Traf1	1	ENSMUSG00000026875	
Mdp1	1	ENSMUSG00000002329	
Syngap1	1	ENSMUSG00000067629	
Bok	1	ENSMUSG00000026278	
Emx1	1	ENSMUSG00000033726	
Emx2	1	ENSMUSG00000043969	
Gm17241	1	ENSMUSG00000115938	
Gm5521	1	ENSMUSG00000118252	
Gm5523	1	ENSMUSG00000097711	
Gm5525	1	ENSMUSG00000099492	
Gm6855	1	ENSMUSG00000108571	
Gm5526	1	ENSMUSG00000084817	
Gm5527	1	ENSMUSG00000100007	
Gm5528	1	ENSMUSG00000059483	
Gm5529	1	ENSMUSG00000067106	
Gm17249	1	ENSMUSG00000097309	
Snrnp35	1	ENSMUSG00000029402	
Gm30211	1	ENSMUSG00000105646	
Pmvk	1	ENSMUSG00000027952	
Bpi	1	ENSMUSG00000052922	
Bdp1	1	ENSMUSG00000049658	
Gm29228	1	ENSMUSG00000101682	
Gm44851	1	ENSMUSG00000108436	
Gm17276	1	ENSMUSG00000097305	
Gm17271	1	ENSMUSG00000090429	
Gm6823	1	ENSMUSG00000084193	
Gm6822	1	ENSMUSG00000061863	
U2af1	1	ENSMUSG00000061613	
Tigit	1	ENSMUSG00000071552	
Tapt1	1	ENSMUSG00000046985	
Gm6829	1	ENSMUSG00000083670	
Gm32872	1	ENSMUSG00000112793	
Gm30246	1	ENSMUSG00000115817	
Gm6828	1	ENSMUSG00000109488	
Trabd	1	ENSMUSG00000015363	
Gm31544	1	ENSMUSG00000114375	
Gm29257	1	ENSMUSG00000100228	
U2af2	1	ENSMUSG00000030435	
Taf9-ps	1	ENSMUSG00000080969	
Nfasc	1	ENSMUSG00000026442	
Rps6-ps3	1	ENSMUSG00000082465	
Rps6-ps4	1	ENSMUSG00000081406	
Rps6-ps1	1	ENSMUSG00000063875	
Rps6-ps2	1	ENSMUSG00000056772	
Gm5500	1	ENSMUSG00000117484	
Spag1	1	ENSMUSG00000037617	
Emilin1	1	ENSMUSG00000029163	
Gm5503	1	ENSMUSG00000117730	
Emilin2	1	ENSMUSG00000024053	
Gm30238	1	ENSMUSG00000103898	
Gm5507	1	ENSMUSG00000069376	
Gm5509	1	ENSMUSG00000117669	
Ngrn	1	ENSMUSG00000047084	
Spag9	1	ENSMUSG00000020859	
Nfat5	1	ENSMUSG00000003847	
Gm29243	1	ENSMUSG00000100605	
Spag7	1	ENSMUSG00000018287	
Spag8	1	ENSMUSG00000066196	
Gm31557	1	ENSMUSG00000111800	
Spag5	1	ENSMUSG00000002055	
Spag6	1	ENSMUSG00000037708	
Spag4	1	ENSMUSG00000038180	
Aamp	1	ENSMUSG00000006299	
Gm44867	1	ENSMUSG00000108650	
Fcho1	1	ENSMUSG00000070000	
Gpatch11	1	ENSMUSG00000050668	
Fcho2	1	ENSMUSG00000041685	
Lrrfip1	1	ENSMUSG00000026305	
Lrrfip2	1	ENSMUSG00000032497	
Bsg	1	ENSMUSG00000023175	
Bsn	1	ENSMUSG00000032589	
Chit1	1	ENSMUSG00000026450	
Fermt1	1	ENSMUSG00000027356	
Spast	1	ENSMUSG00000024068	
Bsx	1	ENSMUSG00000054360	
1700047M11Rik	1	ENSMUSG00000100147	
Phlpp1	1	ENSMUSG00000044340	
Phlpp2	1	ENSMUSG00000031732	
Fermt3	1	ENSMUSG00000024965	
Fermt2	1	ENSMUSG00000037712	
Btc	1	ENSMUSG00000082361	
Sirpb1a	1	ENSMUSG00000095788	
Sirpb1b	1	ENSMUSG00000095028	
Btd	1	ENSMUSG00000021900	
Btk	1	ENSMUSG00000031264	
Hip1r	1	ENSMUSG00000000915	
Coq10a	1	ENSMUSG00000039914	
Coq10b	1	ENSMUSG00000025981	
Lap3	1	ENSMUSG00000039682	
1110006O24Rik	1	ENSMUSG00000107121	
H3c8	1	ENSMUSG00000099517	
Hint1	1	ENSMUSG00000020267	
Hint2	1	ENSMUSG00000028470	
Tbxa2r	1	ENSMUSG00000034881	
Hint3	1	ENSMUSG00000019791	
Rtf2	1	ENSMUSG00000027502	
Rtf1	1	ENSMUSG00000027304	
AU022252	1	ENSMUSG00000078584	
Wapl	1	ENSMUSG00000041408	
Trap1	1	ENSMUSG00000005981	
Swi5	1	ENSMUSG00000044627	
C030014I23Rik	1	ENSMUSG00000060380	
Plxna4os1	1	ENSMUSG00000086763	
n-R5s151	1	ENSMUSG00000119216	
Chtf18	1	ENSMUSG00000019214	
Secisbp2l	1	ENSMUSG00000035093	
Aar2	1	ENSMUSG00000027628	
4932702P03Rik	1	ENSMUSG00000086796	
Rtcb	1	ENSMUSG00000001783	
Rtca	1	ENSMUSG00000000339	
Sec62	1	ENSMUSG00000027706	
Akt2-ps	1	ENSMUSG00000084347	
Aard	1	ENSMUSG00000068522	
Sec63	1	ENSMUSG00000019802	
D7Bwg0826e	1	ENSMUSG00000109198	
A230083G16Rik	1	ENSMUSG00000055818	
Sparc	1	ENSMUSG00000018593	
H3c1	1	ENSMUSG00000069265	
1700082M22Rik	1	ENSMUSG00000023737	
H3c3	1	ENSMUSG00000069310	
H3c2	1	ENSMUSG00000069267	
Rpl36al	1	ENSMUSG00000049751	
H3c4	1	ENSMUSG00000099583	
H3c7	1	ENSMUSG00000100210	
H3c6	1	ENSMUSG00000069273	
Cmya5	1	ENSMUSG00000047419	
2900005J15Rik	1	ENSMUSG00000043833	
Spc24	1	ENSMUSG00000074476	
Spc25	1	ENSMUSG00000005233	
Enah	1	ENSMUSG00000022995	
Enc1	1	ENSMUSG00000041773	
2810036E18Rik	1	ENSMUSG00000120148	
Aars	1	ENSMUSG00000031960	
Nploc4	1	ENSMUSG00000039703	
Spty2d1	1	ENSMUSG00000049516	
Aatk	1	ENSMUSG00000025375	
Anks1b	1	ENSMUSG00000058589	
Aatf	1	ENSMUSG00000018697	
Lars	1	ENSMUSG00000024493	
Lat2	1	ENSMUSG00000040751	
Rps24-ps2	1	ENSMUSG00000069125	
Tmtc3	1	ENSMUSG00000036676	
Tmtc2	1	ENSMUSG00000036019	
Tmtc1	1	ENSMUSG00000030306	
Vldlr	1	ENSMUSG00000024924	
Rps24-ps3	1	ENSMUSG00000081049	
Abca17	1	ENSMUSG00000035435	
Abca14	1	ENSMUSG00000062017	
Rcc1l	1	ENSMUSG00000061979	
Aass	1	ENSMUSG00000029695	
Tmtc4	1	ENSMUSG00000041594	
Abca13	1	ENSMUSG00000004668	
1700084E18Rik	1	ENSMUSG00000100747	
Klhdc8a	1	ENSMUSG00000042115	
Garnl3	1	ENSMUSG00000038860	
Sirpb1c	1	ENSMUSG00000074677	
BB187676	1	ENSMUSG00000120695	
Sec13	1	ENSMUSG00000030298	
Cyp2j6	1	ENSMUSG00000052914	
Or4k42	1	ENSMUSG00000095809	
Cyp2j9	1	ENSMUSG00000015224	
Klhdc8b	1	ENSMUSG00000032609	
n-R5s197	1	ENSMUSG00000118681	
Gpatch2l	1	ENSMUSG00000021254	
Camk2n1	1	ENSMUSG00000046447	
Fabp1	1	ENSMUSG00000054422	
Fabp3	1	ENSMUSG00000028773	
Fabp4	1	ENSMUSG00000062515	
Camk2n2	1	ENSMUSG00000051146	
Fabp5	1	ENSMUSG00000027533	
Fabp6	1	ENSMUSG00000020405	
Fabp7	1	ENSMUSG00000019874	
Wasl	1	ENSMUSG00000029684	
Fam47e	1	ENSMUSG00000057068	
G730013B05Rik	1	ENSMUSG00000097694	
Gm54266	1	ENSMUSG00000120187	
Tram1	1	ENSMUSG00000025935	
Mis12	1	ENSMUSG00000040599	
Klhdc7a	1	ENSMUSG00000078234	
Tram2	1	ENSMUSG00000041779	
Rtl1	1	ENSMUSG00000085925	
Adra2a	1	ENSMUSG00000033717	
Adra2c	1	ENSMUSG00000045318	
Clec1a	1	ENSMUSG00000033082	
Adra2b	1	ENSMUSG00000058620	
Gm4189	1	ENSMUSG00000092384	
Gm20900	1	ENSMUSG00000078180	
B230112J18Rik	1	ENSMUSG00000086715	
Lrp8os3	1	ENSMUSG00000087200	
Rtl9	1	ENSMUSG00000085584	
Nup35	1	ENSMUSG00000026999	
Cilp2	1	ENSMUSG00000044006	
Rtl6	1	ENSMUSG00000055745	
Rtl5	1	ENSMUSG00000049191	
Rtl4	1	ENSMUSG00000071679	
Clec1b	1	ENSMUSG00000030159	
Nup37	1	ENSMUSG00000035351	
4933406I18Rik	1	ENSMUSG00000087475	
Dmrt2	1	ENSMUSG00000048138	
Dmrt3	1	ENSMUSG00000042372	
Pnck	1	ENSMUSG00000002012	
Adra1b	1	ENSMUSG00000050541	
Adra1a	1	ENSMUSG00000045875	
Adra1d	1	ENSMUSG00000027335	
Rplp0-ps1	1	ENSMUSG00000081640	
Chil1	1	ENSMUSG00000064246	
Lax1	1	ENSMUSG00000051998	
Chil3	1	ENSMUSG00000040809	
Nup43	1	ENSMUSG00000040034	
Chil5	1	ENSMUSG00000043873	
1110059E24Rik	1	ENSMUSG00000035171	
6030443J06Rik	1	ENSMUSG00000097207	
Lekr1	1	ENSMUSG00000074579	
Dscam	1	ENSMUSG00000050272	
Dkc1	1	ENSMUSG00000031403	
Dscc1	1	ENSMUSG00000022422	
Lrp8os1	1	ENSMUSG00000028612	
Hebp1	1	ENSMUSG00000042770	
Rtn3	1	ENSMUSG00000024758	
Rtn2	1	ENSMUSG00000030401	
Hebp2	1	ENSMUSG00000019853	
Rtn1	1	ENSMUSG00000021087	
Gm5497	1	ENSMUSG00000117256	
Gm5499	1	ENSMUSG00000071035	
Nup50	1	ENSMUSG00000016619	
Aplnr	1	ENSMUSG00000044338	
Nup54	1	ENSMUSG00000034826	
Gm19935	1	ENSMUSG00000110332	
Nup58	1	ENSMUSG00000114797	
Layn	1	ENSMUSG00000060594	
Rtn4	1	ENSMUSG00000020458	
Gm18609	1	ENSMUSG00000107810	
Mpeg1	1	ENSMUSG00000046805	
C78197	1	ENSMUSG00000087242	
Isg20	1	ENSMUSG00000039236	
Rtkn	1	ENSMUSG00000034930	
Nup62	1	ENSMUSG00000109511	
Tdrd12	1	ENSMUSG00000030491	
Azin2	1	ENSMUSG00000028789	
Pds5b	1	ENSMUSG00000034021	
Magohb	1	ENSMUSG00000030188	
Isg15	1	ENSMUSG00000035692	
Gm4181	1	ENSMUSG00000091296	
5830415G21Rik	1	ENSMUSG00000102895	
Pds5a	1	ENSMUSG00000029202	
Azin1	1	ENSMUSG00000037458	
Rtp4	1	ENSMUSG00000033355	
Igsf11	1	ENSMUSG00000022790	
1700052K11Rik	1	ENSMUSG00000099681	
Clec5a	1	ENSMUSG00000029915	
1500004A13Rik	1	ENSMUSG00000098912	
Abcf2	1	ENSMUSG00000028953	
Mea1	1	ENSMUSG00000002768	
Abcf3	1	ENSMUSG00000003234	
Abcf1	1	ENSMUSG00000038762	
Igbp1	1	ENSMUSG00000031221	
Clec4n	1	ENSMUSG00000023349	
Srsf3-ps	1	ENSMUSG00000078134	
Pcdha12	1	ENSMUSG00000103310	
Clec4d	1	ENSMUSG00000030144	
Cad	1	ENSMUSG00000013629	
5930409G06Rik	1	ENSMUSG00000103477	
Abcg3	1	ENSMUSG00000029299	
Clec4e	1	ENSMUSG00000030142	
Cilk1	1	ENSMUSG00000009828	
Abcg4	1	ENSMUSG00000032131	
Abcg1	1	ENSMUSG00000024030	
AA986860	1	ENSMUSG00000042510	
Abcg2	1	ENSMUSG00000029802	
Nim1k	1	ENSMUSG00000095930	
Enho	1	ENSMUSG00000028445	
Abcg8	1	ENSMUSG00000024254	
Chd1	1	ENSMUSG00000023852	
Abcg5	1	ENSMUSG00000040505	
Chd2	1	ENSMUSG00000078671	
Chd3	1	ENSMUSG00000018474	
Chd4	1	ENSMUSG00000063870	
Chd5	1	ENSMUSG00000005045	
Aplp1	1	ENSMUSG00000006651	
Abca8a	1	ENSMUSG00000041828	
6820445E23Rik	1	ENSMUSG00000120289	
Chd6	1	ENSMUSG00000057133	
Cat	1	ENSMUSG00000027187	
Aplp2	1	ENSMUSG00000031996	
Abca8b	1	ENSMUSG00000020620	
Chd7	1	ENSMUSG00000041235	
Chd8	1	ENSMUSG00000053754	
Chd9	1	ENSMUSG00000056608	
Klhdc10	1	ENSMUSG00000029775	
Clec3b	1	ENSMUSG00000025784	
Dnah2os	1	ENSMUSG00000086591	
Cbl	1	ENSMUSG00000034342	
Abcd1	1	ENSMUSG00000031378	
Prima1	1	ENSMUSG00000041669	
Mutyh	1	ENSMUSG00000028687	
Cd2	1	ENSMUSG00000027863	
Abcd4	1	ENSMUSG00000021240	
Pnkd	1	ENSMUSG00000026179	
Cd4	1	ENSMUSG00000023274	
Abcd2	1	ENSMUSG00000055782	
Abcd3	1	ENSMUSG00000028127	
Clec2l	1	ENSMUSG00000079598	
Cbs	1	ENSMUSG00000024039	
Cd5	1	ENSMUSG00000024669	
Cd7	1	ENSMUSG00000025163	
Cd9	1	ENSMUSG00000030342	
Ccp110	1	ENSMUSG00000033904	
Atraid	1	ENSMUSG00000013622	
Ptma-ps2	1	ENSMUSG00000084274	
Prl2c3	1	ENSMUSG00000056457	
Swt1	1	ENSMUSG00000052748	
Clec2h	1	ENSMUSG00000030364	
Chdh	1	ENSMUSG00000015970	
Cck	1	ENSMUSG00000032532	
Clec2i	1	ENSMUSG00000030365	
Prl2c2	1	ENSMUSG00000079092	
Clec2d	1	ENSMUSG00000030157	
Abce1	1	ENSMUSG00000058355	
Cstdc4	1	ENSMUSG00000079597	
D030040B21Rik	1	ENSMUSG00000097744	
Nr2c2ap	1	ENSMUSG00000071078	
Ccs	1	ENSMUSG00000034108	
Ebna1bp2	1	ENSMUSG00000028729	
Sertm1	1	ENSMUSG00000056306	
Chgb	1	ENSMUSG00000027350	
Afg3l2	1	ENSMUSG00000024527	
Cda	1	ENSMUSG00000028755	
Afg3l1	1	ENSMUSG00000031967	
Gm19510	1	ENSMUSG00000115426	
Gm6762	1	ENSMUSG00000086984	
Gm5430	1	ENSMUSG00000098180	
Mecr	1	ENSMUSG00000028910	
Gm20501	1	ENSMUSG00000092536	
Gm5431	1	ENSMUSG00000058163	
Gm5432	1	ENSMUSG00000097580	
Gm5434	1	ENSMUSG00000059301	
Rpl35	1	ENSMUSG00000062997	
Gm5436	1	ENSMUSG00000042962	
Gm19519	1	ENSMUSG00000118391	
Gm6767	1	ENSMUSG00000081453	
Rpl36	1	ENSMUSG00000057863	
Eno1	1	ENSMUSG00000063524	
Hoatz	1	ENSMUSG00000032057	
Rpl37	1	ENSMUSG00000041841	
Rpl38	1	ENSMUSG00000057322	
Rpl39	1	ENSMUSG00000079641	
Eno3	1	ENSMUSG00000060600	
Eno2	1	ENSMUSG00000004267	
Eno4	1	ENSMUSG00000048029	
Gstk1	1	ENSMUSG00000029864	
Lmbr1l	1	ENSMUSG00000022999	
Rpl30	1	ENSMUSG00000058600	
Rpl31	1	ENSMUSG00000073702	
Suclg1	1	ENSMUSG00000052738	
Shmt2	1	ENSMUSG00000025403	
Rpl32	1	ENSMUSG00000057841	
Rpl34	1	ENSMUSG00000062006	
Suclg2	1	ENSMUSG00000061838	
Shmt1	1	ENSMUSG00000020534	
9330159M07Rik	1	ENSMUSG00000097177	
Nkain4	1	ENSMUSG00000027574	
Gm19500	1	ENSMUSG00000117864	
Nkain3	1	ENSMUSG00000055761	
Med1	1	ENSMUSG00000018160	
Nkain2	1	ENSMUSG00000069670	
Crhbp	1	ENSMUSG00000021680	
Nkain1	1	ENSMUSG00000078532	
Kcna7	1	ENSMUSG00000038201	
