NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
KUNINGER_IGF1_VS_PDGFB_TARGETS_DN	48	48		
KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	84	77		
LANDIS_BREAST_CANCER_PROGRESSION_DN	72	71		
LANDIS_BREAST_CANCER_PROGRESSION_UP	46	43		
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	57	55		
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP	21	20		
LANDIS_ERBB2_BREAST_TUMORS_324_DN	154	149		
LANDIS_ERBB2_BREAST_TUMORS_324_UP	152	148		
LANDIS_ERBB2_BREAST_TUMORS_65_DN	40	38		
LANDIS_ERBB2_BREAST_TUMORS_65_UP	22	21		
LANG_MYB_FAMILY_TARGETS	29	29		
LAZARO_GENETIC_MOUSE_MODEL_HIGH_GRADE_LARGE_CELL_NEUROENDOCRINE_LUNG_CARCINOMA_DN	523	459		
LAZARO_GENETIC_MOUSE_MODEL_HIGH_GRADE_LARGE_CELL_NEUROENDOCRINE_LUNG_CARCINOMA_UP	409	389		
LAZARO_GENETIC_MOUSE_MODEL_HIGH_GRADE_SMALL_CELL_NEUROENDOCRINE_LUNG_CARCINOMA_DN	1957		Rejected!	
LAZARO_GENETIC_MOUSE_MODEL_HIGH_GRADE_SMALL_CELL_NEUROENDOCRINE_LUNG_CARCINOMA_UP	714		Rejected!	
LA_MEN1_TARGETS	25	24		
LEE_AGING_CEREBELLUM_DN	75	65		
LEE_AGING_CEREBELLUM_UP	86	80		
LEE_AGING_MUSCLE_DN	41	39		
LEE_AGING_MUSCLE_UP	39	35		
LEE_AGING_NEOCORTEX_DN	69	58		
LEE_AGING_NEOCORTEX_UP	79	77		
LEE_BMP2_TARGETS_DN	912		Rejected!	
LEE_BMP2_TARGETS_UP	800		Rejected!	
LEE_CALORIE_RESTRICTION_MUSCLE_DN	49	47		
LEE_CALORIE_RESTRICTION_MUSCLE_UP	40	36		
LEE_CALORIE_RESTRICTION_NEOCORTEX_DN	72	62		
LEE_CALORIE_RESTRICTION_NEOCORTEX_UP	71	62		
LEE_TARGETS_OF_PTCH1_AND_SUFU_DN	88	88		
LEE_TARGETS_OF_PTCH1_AND_SUFU_UP	58	57		
LEIN_ASTROCYTE_MARKERS	43	43		
LEIN_CEREBELLUM_MARKERS	88	83		
LEIN_CHOROID_PLEXUS_MARKERS	105	103		
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	18	18		
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	37	36		
LEIN_MEDULLA_MARKERS	87	77		
LEIN_MIDBRAIN_MARKERS	90	79		
LEIN_NEURON_MARKERS	69	69		
LEIN_OLIGODENDROCYTE_MARKERS	78	77		
LEIN_PONS_MARKERS	94	89		
LEI_HOXC8_TARGETS_DN	17	17		
LEI_HOXC8_TARGETS_UP	16		Rejected!	
LE_EGR2_TARGETS_DN	107	106		
LE_EGR2_TARGETS_UP	113	111		
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	43	40		
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	42	40		
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_QTL	16		Rejected!	
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN	34	33		
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_UP	42	37		
LIAN_LIPA_TARGETS_3M	70	69		
LIAN_LIPA_TARGETS_6M	88	85		
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	27	22		
LIM_MAMMARY_LUMINAL_MATURE_DN	95	94		
LIM_MAMMARY_LUMINAL_MATURE_UP	113	109		
LIM_MAMMARY_LUMINAL_PROGENITOR_DN	14		Rejected!	
LIM_MAMMARY_LUMINAL_PROGENITOR_UP	58	48		
LIM_MAMMARY_STEM_CELL_DN	416	406		
LIM_MAMMARY_STEM_CELL_UP	481	469		
LIN_NPAS4_TARGETS_DN	72	69		
LIN_NPAS4_TARGETS_UP	174	168		
LIN_TUMOR_ESCAPE_FROM_IMMUNE_ATTACK	21	19		
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_KINASES_DN	32	31		
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1492		Rejected!	
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_UP	93	76		
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	18	17		
LI_INDUCED_T_TO_NATURAL_KILLER_DN	141	129		
LI_INDUCED_T_TO_NATURAL_KILLER_UP	326	313		
LUDWICZEK_TREATING_IRON_OVERLOAD	7		Rejected!	
MADAN_DPPA4_TARGETS	73	50		
MAEKAWA_ATF2_TARGETS	26	20		
MARCINIAK_ER_STRESS_RESPONSE_VIA_CHOP	23	23		
MARKEY_RB1_ACUTE_LOF_DN	248	244		
MARKEY_RB1_ACUTE_LOF_UP	244	242		
MARKEY_RB1_CHRONIC_LOF_DN	125	123		
MARKEY_RB1_CHRONIC_LOF_UP	114	110		
MARSHALL_VIRAL_INFECTION_RESPONSE_DN	30	29		
MARSHALL_VIRAL_INFECTION_RESPONSE_UP	12		Rejected!	
MARSON_BOUND_BY_FOXP3_STIMULATED	1085		Rejected!	
MARSON_BOUND_BY_FOXP3_UNSTIMULATED	1298		Rejected!	
MARSON_FOXP3_CORE_DIRECT_TARGETS	19	19		
MARSON_FOXP3_TARGETS_DN	55	52		
MARSON_FOXP3_TARGETS_STIMULATED_DN	11		Rejected!	
MARSON_FOXP3_TARGETS_STIMULATED_UP	30	27		
MARSON_FOXP3_TARGETS_UP	67	65		
MARTINEZ_RB1_AND_TP53_TARGETS_DN	631		Rejected!	
MARTINEZ_RB1_AND_TP53_TARGETS_UP	644		Rejected!	
MARTINEZ_RB1_TARGETS_DN	602		Rejected!	
MARTINEZ_RB1_TARGETS_UP	700		Rejected!	
MARTINEZ_TP53_TARGETS_DN	637		Rejected!	
MARTINEZ_TP53_TARGETS_UP	642		Rejected!	
MARTIN_NFKB_TARGETS_DN	11		Rejected!	
MARTIN_NFKB_TARGETS_UP	45	42		
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN	526		Rejected!	
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP	245	237		
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	168	158		
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP	185	175		
MATSUDA_NATURAL_KILLER_DIFFERENTIATION	510	470		
MATTHEWS_AP1_TARGETS	17	17		
MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN	21	15		
MATZUK_MALE_REPRODUCTION_SERTOLI	28	22		
MATZUK_SPERMATID_DIFFERENTIATION	37	30		
MATZUK_SPERMATOCYTE	72	66		
MATZUK_SPERMATOGONIA	26	21		
MATZUK_SPERMATOZOA	115	97		
MA_MYELOID_DIFFERENTIATION_DN	44	40		
MA_MYELOID_DIFFERENTIATION_UP	38	35		
MA_RAT_AGING_DN	160	153		
MA_RAT_AGING_UP	105	104		
MCBRYAN_PUBERTAL_BREAST_3_4WK_DN	44	44		
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	219	199		
MCBRYAN_PUBERTAL_BREAST_4_5WK_DN	203	195		
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	275	257		
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	135	132		
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	124	113		
MCBRYAN_PUBERTAL_BREAST_6_7WK_DN	86	80		
MCBRYAN_PUBERTAL_BREAST_6_7WK_UP	200	190		
MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN	63	59		
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	169	167		
MCBRYAN_TERMINAL_END_BUD_DN	6		Rejected!	
MCBRYAN_TERMINAL_END_BUD_UP	14		Rejected!	
MCCLUNG_COCAINE_REWARD_5D	75	74		
MCCLUNG_COCAIN_REWARD_4WK	75	65		
MCCLUNG_CREB1_TARGETS_DN	57	57		
MCCLUNG_CREB1_TARGETS_UP	101	100		
MCCLUNG_DELTA_FOSB_TARGETS_2WK	49	49		
MCCLUNG_DELTA_FOSB_TARGETS_8WK	50	50		
MCDOWELL_ACUTE_LUNG_INJURY_DN	47	43		
MCDOWELL_ACUTE_LUNG_INJURY_UP	48	45		
MCGOWAN_RSP6_TARGETS_DN	5		Rejected!	
MCGOWAN_RSP6_TARGETS_UP	20	19		
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN	67	64		
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP	28	26		
MEISSNER_BRAIN_HCP_WITH_H3K27ME3	274	157		
MEISSNER_BRAIN_HCP_WITH_H3K4ME2	18	18		
MEISSNER_BRAIN_HCP_WITH_H3K4ME2_AND_H3K27ME3	60	49		
MEISSNER_BRAIN_HCP_WITH_H3_UNMETHYLATED	42	26		
MEISSNER_BRAIN_ICP_WITH_H3K4ME3	33	33		
MEISSNER_ES_ICP_WITH_H3K4ME3	35	35		
MEISSNER_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	14		Rejected!	
MEISSNER_NPC_HCP_WITH_H3K27ME3	79	42		
MEISSNER_NPC_HCP_WITH_H3K4ME2	496	473		
MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	354	281		
MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	143	133		
MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED	552	482		
MEISSNER_NPC_ICP_WITH_H3K4ME3	21	21		
MEISSNER_NPC_ICP_WITH_H3_UNMETHYLATED	24	18		
MIKKELSEN_DEDIFFERENTIATED_STATE_DN	7		Rejected!	
MIKKELSEN_DEDIFFERENTIATED_STATE_UP	8		Rejected!	
MIKKELSEN_ES_HCP_WITH_H3K27ME3	41	27		
MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED	72	54		
MIKKELSEN_ES_ICP_WITH_H3K27ME3	43	32		
MIKKELSEN_ES_ICP_WITH_H3K4ME3	767		Rejected!	
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	138	113		
MIKKELSEN_ES_LCP_WITH_H3K27ME3	15		Rejected!	
MIKKELSEN_ES_LCP_WITH_H3K4ME3	147	130		
MIKKELSEN_ES_LCP_WITH_H3K4ME3_AND_H3K27ME3	7		Rejected!	
MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED	92	62		
MIKKELSEN_IPS_ICP_WITH_H3K27ME3	56	48		
MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3	127	106		
MIKKELSEN_IPS_LCP_WITH_H3K27ME3	11		Rejected!	
MIKKELSEN_IPS_LCP_WITH_H3K4ME3	178	158		
MIKKELSEN_IPS_LCP_WITH_H3K4ME3_AND_H3K27ME3	5		Rejected!	
MIKKELSEN_IPS_WITH_HCP_H3K27ME3	103	64		
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	440	357		
MIKKELSEN_MCV6_ICP_WITH_H3K27ME3	81	52		
MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3	35	33		
MIKKELSEN_MCV6_LCP_WITH_H3K27ME3	33	21		
MIKKELSEN_MCV6_LCP_WITH_H3K4ME3	168	151		
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	592	455		
MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED	245	170		
MIKKELSEN_MEF_ICP_WITH_H3K27ME3	212	160		
MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	39	32		
MIKKELSEN_MEF_LCP_WITH_H3K27ME3	77	49		
MIKKELSEN_MEF_LCP_WITH_H3K4ME3	133	129		
MIKKELSEN_NPC_HCP_WITH_H3K27ME3	347	253		
MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	210	190		
MIKKELSEN_NPC_ICP_WITH_H3K27ME3	13		Rejected!	
MIKKELSEN_NPC_ICP_WITH_H3K4ME3	468	461		
MIKKELSEN_NPC_LCP_WITH_H3K4ME3	60	55		
MIKKELSEN_NPC_WITH_LCP_H3K27ME3	10		Rejected!	
MIKKELSEN_PARTIALLY_REPROGRAMMED_TO_PLURIPOTENCY	10		Rejected!	
MIKKELSEN_PLURIPOTENT_STATE_DN	8		Rejected!	
MIKKELSEN_PLURIPOTENT_STATE_UP	11		Rejected!	
MILI_PSEUDOPODIA	49	48		
MILI_PSEUDOPODIA_CHEMOTAXIS_DN	436	429		
MILI_PSEUDOPODIA_CHEMOTAXIS_UP	85	84		
MILI_PSEUDOPODIA_HAPTOTAXIS_DN	682		Rejected!	
MILI_PSEUDOPODIA_HAPTOTAXIS_UP	532		Rejected!	
MIZUSHIMA_AUTOPHAGOSOME_FORMATION	12		Rejected!	
MODY_HIPPOCAMPUS_NEONATAL	33	32		
MODY_HIPPOCAMPUS_POSTNATAL	56	56		
MODY_HIPPOCAMPUS_PRENATAL	45	43		
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	397	390		
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP	416	410		
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_DN	19	19		
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP	114	114		
MORI_IMMATURE_B_LYMPHOCYTE_DN	92	90		
MORI_IMMATURE_B_LYMPHOCYTE_UP	52	49		
MORI_LARGE_PRE_BII_LYMPHOCYTE_DN	60	59		
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	89	88		
MORI_MATURE_B_LYMPHOCYTE_DN	77	74		
MORI_MATURE_B_LYMPHOCYTE_UP	95	88		
MORI_PLASMA_CELL_DN	36	33		
MORI_PLASMA_CELL_UP	54	53		
MORI_PRE_BI_LYMPHOCYTE_DN	81	81		
MORI_PRE_BI_LYMPHOCYTE_UP	82	82		
MORI_SMALL_PRE_BII_LYMPHOCYTE_DN	79	79		
MORI_SMALL_PRE_BII_LYMPHOCYTE_UP	78	72		
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_DN	11		Rejected!	
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP	22	21		
NABA_COLLAGENS	44	36		
NABA_CORE_MATRISOME	274	225		
NABA_ECM_AFFILIATED	162	123		
NABA_ECM_GLYCOPROTEINS	194	159		
NABA_ECM_REGULATORS	303	193		
NABA_MATRISOME	1104		Rejected!	
NABA_MATRISOME_ANGIOGENIC_PANCREATIC_ISLETS	7		Rejected!	
NABA_MATRISOME_ASSOCIATED	830		Rejected!	
NABA_MATRISOME_BLEO_FIBROTIC_LUNG	20	19		
NABA_MATRISOME_HYPERPLASTIC_PANCREATIC_ISLETS	26		Rejected!	
NABA_MATRISOME_INSULINOMA	8		Rejected!	
NABA_MATRISOME_METASTATIC_LUNG_LYMPH_NODE_METASTASIS	29	29		
NABA_MATRISOME_PRIMARY_METASTATIC_LUNG_TUMOR	35	31		
NABA_PROTEOGLYCANS	36	30		
NABA_SECRETED_FACTORS	365	249		
NADELLA_PRKAR1A_TARGETS_DN	7		Rejected!	
NADELLA_PRKAR1A_TARGETS_UP	9		Rejected!	
NADLER_HYPERGLYCEMIA_AT_OBESITY	60	55		
NADLER_OBESITY_DN	50	48		
NADLER_OBESITY_UP	60	59		
NEMETH_INFLAMMATORY_RESPONSE_LPS_DN	31	31		
NEMETH_INFLAMMATORY_RESPONSE_LPS_UP	90	90		
NUMATA_CSF3_SIGNALING_VIA_STAT3	21	20		
OHGUCHI_LIVER_HNF4A_TARGETS_DN	196	117		
OHGUCHI_LIVER_HNF4A_TARGETS_UP	51	38		
ONGUSAHA_BRCA1_TARGETS_DN	12		Rejected!	
ONGUSAHA_TP53_TARGETS	39	38		
ONO_AML1_TARGETS_DN	43	40		
ONO_AML1_TARGETS_UP	24	20		
ONO_FOXP3_TARGETS_DN	44	42		
ONO_FOXP3_TARGETS_UP	23	21		
OUYANG_PROSTATE_CANCER_MARKERS	21	19		
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	21	21		
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	21	20		
PAL_PRMT5_TARGETS_DN	34	26		
PAL_PRMT5_TARGETS_UP	206	205		
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN	152	145		
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_UP	135	134		
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_DN	6		Rejected!	
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_UP	12		Rejected!	
PASINI_SUZ12_TARGETS_DN	323	318		
PASINI_SUZ12_TARGETS_UP	124	113		
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN	176	171		
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	291	288		
PHESSE_TARGETS_OF_APC_AND_MBD2_DN	13		Rejected!	
PHESSE_TARGETS_OF_APC_AND_MBD2_UP	21		Rejected!	
PILON_KLF1_TARGETS_UP	516	477		
PIONTEK_PKD1_TARGETS_DN	19	15		
PIONTEK_PKD1_TARGETS_UP	44	32		
PLASARI_NFIC_TARGETS_BASAL_DN	21	21		
PLASARI_NFIC_TARGETS_BASAL_UP	31	27		
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_DN	33	32		
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	59	56		
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN	112	108		
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	37	37		
PLASARI_TGFB1_TARGETS_10HR_DN	259	253		
PLASARI_TGFB1_TARGETS_10HR_UP	197	196		
PLASARI_TGFB1_TARGETS_1HR_DN	5		Rejected!	
PLASARI_TGFB1_TARGETS_1HR_UP	33	33		
POS_HISTAMINE_RESPONSE_NETWORK	33	31		
POS_RESPONSE_TO_HISTAMINE_DN	11		Rejected!	
QI_HYPOXIA	133	133		
QI_HYPOXIA_TARGETS_OF_HIF1A_AND_FOXA2	35	34		
QI_PLASMACYTOMA_DN	99	94		
QI_PLASMACYTOMA_UP	257	244		
QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR	83	83		
RAFFEL_VEGFA_TARGETS_DN	5		Rejected!	
RAFFEL_VEGFA_TARGETS_UP	9		Rejected!	
RAMALHO_STEMNESS_DN	75	71		
RAMALHO_STEMNESS_UP	198	197		
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN	8		Rejected!	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP	6		Rejected!	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	10		Rejected!	
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP	10		Rejected!	
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN	11		Rejected!	
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_UP	14		Rejected!	
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	21	21		
RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_DN	8		Rejected!	
RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_UP	5		Rejected!	
RAO_BOUND_BY_SALL4	246	216		
RAO_BOUND_BY_SALL4_ISOFORM_A	220	147		
RAO_BOUND_BY_SALL4_ISOFORM_B	564	483		
RASHI_NFKB1_TARGETS	19	19		
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	39	39		
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	127	125		
RASHI_RESPONSE_TO_IONIZING_RADIATION_3	47	45		
RASHI_RESPONSE_TO_IONIZING_RADIATION_4	55	50		
RASHI_RESPONSE_TO_IONIZING_RADIATION_5	139	129		
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	125	82		
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_DN	267	260		
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_UP	228	188		
REICHERT_MITOSIS_LIN9_TARGETS	27	26		
RIZ_ERYTHROID_DIFFERENTIATION	83	80		
RIZ_ERYTHROID_DIFFERENTIATION_12HR	37	34		
RIZ_ERYTHROID_DIFFERENTIATION_6HR	38	28		
RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2	25	20		
RIZ_ERYTHROID_DIFFERENTIATION_CCNE1	44	43		
RIZ_ERYTHROID_DIFFERENTIATION_HBZ	37	31		
RIZ_ERYTHROID_DIFFERENTIATION_HEMGN	26	24		
RUAN_RESPONSE_TO_TNF_DN	79	76		
RUAN_RESPONSE_TO_TNF_TROGLITAZONE_DN	39	38		
RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP	18	16		
RUAN_RESPONSE_TO_TNF_UP	14		Rejected!	
RUAN_RESPONSE_TO_TROGLITAZONE_DN	17	17		
RUAN_RESPONSE_TO_TROGLITAZONE_UP	24	22		
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN	20		Rejected!	
SAFFORD_T_LYMPHOCYTE_ANERGY	90	84		
SANDERSON_PPARA_TARGETS	15		Rejected!	
SANSOM_APC_MYC_TARGETS	243	237		
SANSOM_APC_TARGETS	222	203		
SANSOM_APC_TARGETS_REQUIRE_MYC	230	223		
SANSOM_APC_TARGETS_UP	134	127		
SANSOM_WNT_PATHWAY_REQUIRE_MYC	63	59		
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	18	18		
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	18	18		
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	20	20		
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP	31	31		
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	50	50		
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN	8		Rejected!	
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP	14		Rejected!	
SAUL_SEN_MAYO	117	111		
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	55	51		
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_UP	114	105		
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN	425	402		
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	469	428		
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN	475	465		
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP	165	160		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN	10		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP	14		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_DN	7		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP	6		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3	5		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN	33	33		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP	11		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN	8		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP	11		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN	5		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP	7		Rejected!	
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	45	44		
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP	21	19		
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_DN	28	25		
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	42	35		
SCHMAHL_PDGF_SIGNALING	12		Rejected!	
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_DN	8		Rejected!	
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP	27	26		
SCHRAETS_MLL_TARGETS_DN	35	32		
SCHRAETS_MLL_TARGETS_UP	34	34		
SEKI_INFLAMMATORY_RESPONSE_LPS_DN	23	23		
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	80	78		
SERVITJA_ISLET_HNF1A_TARGETS_DN	114	93		
SERVITJA_ISLET_HNF1A_TARGETS_UP	175	166		
SERVITJA_LIVER_HNF1A_TARGETS_DN	184	129		
SERVITJA_LIVER_HNF1A_TARGETS_UP	143	127		
SHANK_TAL1_TARGETS_DN	10		Rejected!	
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1	263	245		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2	173	166		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	78	69		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	300	256		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5	115	94		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM6	59	55		
SHIN_B_CELL_LYMPHOMA_CLUSTER_1	13		Rejected!	
SHIN_B_CELL_LYMPHOMA_CLUSTER_2	31	27		
SHIN_B_CELL_LYMPHOMA_CLUSTER_3	28	28		
SHIN_B_CELL_LYMPHOMA_CLUSTER_5	20		Rejected!	
SHIN_B_CELL_LYMPHOMA_CLUSTER_6	12		Rejected!	
SHIN_B_CELL_LYMPHOMA_CLUSTER_7	27	26		
SHIN_B_CELL_LYMPHOMA_CLUSTER_8	37	33		
SHIN_B_CELL_LYMPHOMA_CLUSTER_9	19		Rejected!	
SIMBULAN_PARP1_TARGETS_DN	17	16		
SIMBULAN_PARP1_TARGETS_UP	33	33		
SOUCEK_MYC_TARGETS	13		Rejected!	
STARK_BRAIN_22Q11_DELETION	17	15		
STARK_HYPPOCAMPUS_22Q11_DELETION_DN	23	21		
STARK_HYPPOCAMPUS_22Q11_DELETION_UP	56	55		
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	535		Rejected!	
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP	208	202		
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	64	64		
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP	128	128		
STEARMAN_TUMOR_FIELD_EFFECT_UP	39	39		
STEGER_ADIPOGENESIS_DN	25	25		
STEGER_ADIPOGENESIS_UP	21	18		
SUZUKI_CTCFL_TARGETS_UP	14		Rejected!	
SWEET_LUNG_CANCER_KRAS_DN	436	397		
SWEET_LUNG_CANCER_KRAS_UP	499	469		
TERAMOTO_OPN_TARGETS_CLUSTER_1	15	15		
TERAMOTO_OPN_TARGETS_CLUSTER_3	7		Rejected!	
TERAMOTO_OPN_TARGETS_CLUSTER_4	15	15		
TERAMOTO_OPN_TARGETS_CLUSTER_5	9		Rejected!	
TERAMOTO_OPN_TARGETS_CLUSTER_6	26	25		
TERAMOTO_OPN_TARGETS_CLUSTER_7	20	19		
TERAMOTO_OPN_TARGETS_CLUSTER_8	8		Rejected!	
TERAO_AOX4_TARGETS_HG_DN	7		Rejected!	
TERAO_AOX4_TARGETS_HG_UP	28	27		
TERAO_AOX4_TARGETS_SKIN_DN	28	26		
TERAO_AOX4_TARGETS_SKIN_UP	31	30		
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_DN	6		Rejected!	
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_UP	5		Rejected!	
