NAME	TITLE	SCORE	
Sod2	superoxide dismutase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:98352]	2.071095	
Ifi35	interferon-induced protein 35 [Source:MGI Symbol;Acc:MGI:1917360]	2.0650826	
Mob3c	MOB kinase activator 3C [Source:MGI Symbol;Acc:MGI:2140623]	2.0622396	
Sh2d1b1	SH2 domain containing 1B1 [Source:MGI Symbol;Acc:MGI:1349420]	2.0573335	
Bin2	bridging integrator 2 [Source:MGI Symbol;Acc:MGI:3611448]	2.0538979	
Ifi44	interferon-induced protein 44 [Source:MGI Symbol;Acc:MGI:2443016]	2.05052	
Arrb2	arrestin, beta 2 [Source:MGI Symbol;Acc:MGI:99474]	2.0500767	
A530040E14Rik	RIKEN cDNA A530040E14 gene [Source:MGI Symbol;Acc:MGI:3612703]	2.0476499	
Acod1	aconitate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:103206]	2.047246	
Cd69	CD69 antigen [Source:MGI Symbol;Acc:MGI:88343]	2.0389712	
Cd36	CD36 molecule [Source:MGI Symbol;Acc:MGI:107899]	2.0338912	
Sh3bp2	SH3-domain binding protein 2 [Source:MGI Symbol;Acc:MGI:1346349]	2.033754	
Birc3	baculoviral IAP repeat-containing 3 [Source:MGI Symbol;Acc:MGI:1197007]	2.0333922	
Ncoa7	nuclear receptor coactivator 7 [Source:MGI Symbol;Acc:MGI:2444847]	2.0323844	
Gpr31b	G protein-coupled receptor 31, D17Leh66b region [Source:MGI Symbol;Acc:MGI:1354372]	2.0322807	
Gpr31c	G protein-coupled receptor 31, D17Leh66c region [Source:MGI Symbol;Acc:MGI:1354371]	2.0286639	
Nol4l	nucleolar protein 4-like [Source:MGI Symbol;Acc:MGI:1918765]	2.026992	
Tafa2	TAFA chemokine like family member 2 [Source:MGI Symbol;Acc:MGI:2143691]	2.0261426	
Gmip	Gem-interacting protein [Source:MGI Symbol;Acc:MGI:1926066]	2.0255353	
Nlrp3	NLR family, pyrin domain containing 3 [Source:MGI Symbol;Acc:MGI:2653833]	2.0252216	
Tap2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) [Source:MGI Symbol;Acc:MGI:98484]	2.0213246	
Ikbkb	inhibitor of kappaB kinase beta [Source:MGI Symbol;Acc:MGI:1338071]	2.0211124	
Trim5	tripartite motif-containing 5 [Source:MGI Symbol;Acc:MGI:3646853]	2.0195334	
Lgals9	lectin, galactose binding, soluble 9 [Source:MGI Symbol;Acc:MGI:109496]	2.017499	
Adar	adenosine deaminase, RNA-specific [Source:MGI Symbol;Acc:MGI:1889575]	2.0170538	
Traf1	TNF receptor-associated factor 1 [Source:MGI Symbol;Acc:MGI:101836]	2.0125883	
Vav1	vav 1 oncogene [Source:MGI Symbol;Acc:MGI:98923]	2.0110762	
Casp4	caspase 4, apoptosis-related cysteine peptidase [Source:MGI Symbol;Acc:MGI:107700]	2.0092702	
Gm42031	predicted gene, 42031 [Source:MGI Symbol;Acc:MGI:5624916]	2.008962	
St8sia6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:2386797]	2.0067976	
Trim30d	tripartite motif-containing 30D [Source:MGI Symbol;Acc:MGI:3035181]	2.006636	
Tor1aip1	torsin A interacting protein 1 [Source:MGI Symbol;Acc:MGI:3582693]	2.0047157	
Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10 [Source:MGI Symbol;Acc:MGI:1919722]	2.0032933	
C1ra	complement component 1, r subcomponent A [Source:MGI Symbol;Acc:MGI:1355313]	2.0027502	
Parp12	poly (ADP-ribose) polymerase family, member 12 [Source:MGI Symbol;Acc:MGI:2143990]	2.0016556	
Psmb8	proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7) [Source:MGI Symbol;Acc:MGI:1346527]	2.001326	
Mlkl	mixed lineage kinase domain-like [Source:MGI Symbol;Acc:MGI:1921818]	1.999303	
Xdh	xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]	1.9991708	
Ccr5	chemokine (C-C motif) receptor 5 [Source:MGI Symbol;Acc:MGI:107182]	1.998273	
Hrh2	histamine receptor H2 [Source:MGI Symbol;Acc:MGI:108482]	1.9980038	
A430093F15Rik	RIKEN cDNA A430093F15 gene [Source:MGI Symbol;Acc:MGI:2685520]	1.9940732	
Unc93b1	unc-93 homolog B1, TLR signaling regulator [Source:MGI Symbol;Acc:MGI:1859307]	1.9928172	
Pou2f2	POU domain, class 2, transcription factor 2 [Source:MGI Symbol;Acc:MGI:101897]	1.9916353	
Trim34a	tripartite motif-containing 34A [Source:MGI Symbol;Acc:MGI:2137359]	1.9873704	
Tapbpl	TAP binding protein-like [Source:MGI Symbol;Acc:MGI:2384853]	1.9831012	
Limd2	LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:1915053]	1.9808894	
Gm7593	predicted gene 7593 [Source:MGI Symbol;Acc:MGI:3647262]	1.978151	
Nfam1	Nfat activating molecule with ITAM motif 1 [Source:MGI Symbol;Acc:MGI:1921289]	1.9757495	
Il4ra	interleukin 4 receptor, alpha [Source:MGI Symbol;Acc:MGI:105367]	1.975322	
Cd300lf	CD300 molecule like family member F [Source:MGI Symbol;Acc:MGI:2442359]	1.9749825	
Fos	FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]	1.9748521	
Ambp	alpha 1 microglobulin/bikunin precursor [Source:MGI Symbol;Acc:MGI:88002]	1.9728887	
Aftph	aftiphilin [Source:MGI Symbol;Acc:MGI:1923012]	1.9669117	
Apod	apolipoprotein D [Source:MGI Symbol;Acc:MGI:88056]	1.9655699	
A630001G21Rik	RIKEN cDNA A630001G21 gene [Source:MGI Symbol;Acc:MGI:2443131]	1.9649241	
Slc15a3	solute carrier family 15, member 3 [Source:MGI Symbol;Acc:MGI:1929691]	1.9648848	
Gm6377	predicted gene 6377 [Source:MGI Symbol;Acc:MGI:3647255]	1.9599596	
Mid1	midline 1 [Source:MGI Symbol;Acc:MGI:1100537]	1.9597191	
H2-Q7	histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]	1.9538784	
Mfng	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1095404]	1.9527448	
Stat1	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]	1.9518614	
Rab39	RAB39, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442855]	1.9515448	
Trim30b	tripartite motif-containing 30B [Source:MGI Symbol;Acc:MGI:4821256]	1.9499837	
Nfkbie	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon [Source:MGI Symbol;Acc:MGI:1194908]	1.949394	
Rassf4	Ras association (RalGDS/AF-6) domain family member 4 [Source:MGI Symbol;Acc:MGI:2386853]	1.946546	
Myom1	myomesin 1 [Source:MGI Symbol;Acc:MGI:1341430]	1.9420474	
Trim14	tripartite motif-containing 14 [Source:MGI Symbol;Acc:MGI:1921985]	1.941223	
AB124611	cDNA sequence AB124611 [Source:MGI Symbol;Acc:MGI:3043001]	1.940901	
Tlr2	toll-like receptor 2 [Source:MGI Symbol;Acc:MGI:1346060]	1.9407626	
Tor3a	torsin family 3, member A [Source:MGI Symbol;Acc:MGI:1353652]	1.9391007	
Saa3	serum amyloid A 3 [Source:MGI Symbol;Acc:MGI:98223]	1.9379486	
Ccl6	chemokine (C-C motif) ligand 6 [Source:MGI Symbol;Acc:MGI:98263]	1.9333929	
Ldlrap1	low density lipoprotein receptor adaptor protein 1 [Source:MGI Symbol;Acc:MGI:2140175]	1.932635	
Ifi213	interferon activated gene 213 [Source:MGI Symbol;Acc:MGI:3695276]	1.9310611	
Batf2	basic leucine zipper transcription factor, ATF-like 2 [Source:MGI Symbol;Acc:MGI:1921731]	1.9303083	
Cmklr1	chemerin chemokine-like receptor 1 [Source:MGI Symbol;Acc:MGI:109603]	1.9297391	
Cst7	cystatin F (leukocystatin) [Source:MGI Symbol;Acc:MGI:1298217]	1.9230458	
Dapp1	dual adaptor for phosphotyrosine and 3-phosphoinositides 1 [Source:MGI Symbol;Acc:MGI:1347063]	1.9215668	
Ifitm3	interferon induced transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1913391]	1.9112056	
Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]	1.9103806	
Gm14051	predicted gene 14051 [Source:MGI Symbol;Acc:MGI:3650008]	1.9088514	
Gm39556	predicted gene, 39556 [Source:MGI Symbol;Acc:MGI:5622441]	1.907359	
Smim40	small integral membrane protein 40 [Source:MGI Symbol;Acc:MGI:3054967]	1.9050578	
Rassf5	Ras association (RalGDS/AF-6) domain family member 5 [Source:MGI Symbol;Acc:MGI:1926375]	1.9047267	
Trim12a	tripartite motif-containing 12A [Source:MGI Symbol;Acc:MGI:1923931]	1.904034	
Clec1b	C-type lectin domain family 1, member b [Source:MGI Symbol;Acc:MGI:1913287]	1.90237	
Acp2	acid phosphatase 2, lysosomal [Source:MGI Symbol;Acc:MGI:87882]	1.898541	
Trim36	tripartite motif-containing 36 [Source:MGI Symbol;Acc:MGI:106264]	1.8969027	
Pde4b	phosphodiesterase 4B, cAMP specific [Source:MGI Symbol;Acc:MGI:99557]	1.8943992	
Pygl	liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829]	1.8914475	
Sass6	SAS-6 centriolar assembly protein [Source:MGI Symbol;Acc:MGI:1920026]	1.890292	
Oas1a	2'-5' oligoadenylate synthetase 1A [Source:MGI Symbol;Acc:MGI:2180860]	1.8884226	
Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2 [Source:MGI Symbol;Acc:MGI:104744]	1.8850887	
Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Source:MGI Symbol;Acc:MGI:1096367]	1.8820323	
Psmb10	proteasome (prosome, macropain) subunit, beta type 10 [Source:MGI Symbol;Acc:MGI:1096380]	1.8771224	
Inka1	inka box actin regulator 1 [Source:MGI Symbol;Acc:MGI:1915426]	1.8763887	
Bach2os	BTB and CNC homology 2, opposite strand [Source:MGI Symbol;Acc:MGI:3041246]	1.8751267	
Ddx43	DEAD box helicase 43 [Source:MGI Symbol;Acc:MGI:3642857]	1.8738718	
Lpcat2	lysophosphatidylcholine acyltransferase 2 [Source:MGI Symbol;Acc:MGI:3606214]	1.8736676	
Evi2a	ecotropic viral integration site 2a [Source:MGI Symbol;Acc:MGI:95458]	1.8734406	
Rnpep	arginyl aminopeptidase (aminopeptidase B) [Source:MGI Symbol;Acc:MGI:2384902]	1.8722209	
Zfp36	zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180]	1.8683583	
Irf5	interferon regulatory factor 5 [Source:MGI Symbol;Acc:MGI:1350924]	1.8660202	
Lipe	lipase, hormone sensitive [Source:MGI Symbol;Acc:MGI:96790]	1.8626771	
Gbp4	guanylate binding protein 4 [Source:MGI Symbol;Acc:MGI:97072]	1.8604652	
Fermt3	fermitin family member 3 [Source:MGI Symbol;Acc:MGI:2147790]	1.8603449	
Nr1h3	nuclear receptor subfamily 1, group H, member 3 [Source:MGI Symbol;Acc:MGI:1352462]	1.8599594	
Cep85	centrosomal protein 85 [Source:MGI Symbol;Acc:MGI:1917262]	1.8586912	
Gpr31a	G protein-coupled receptor 31, D17Leh66a region [Source:MGI Symbol;Acc:MGI:1354370]	1.8566073	
Hbb-bs	hemoglobin, beta adult s chain [Source:MGI Symbol;Acc:MGI:5474852]	1.8557211	
C1qb	complement component 1, q subcomponent, beta polypeptide [Source:MGI Symbol;Acc:MGI:88224]	1.8540473	
Clec12a	C-type lectin domain family 12, member a [Source:MGI Symbol;Acc:MGI:3040968]	1.8480211	
Gm7667	predicted gene 7667 [Source:MGI Symbol;Acc:MGI:3648908]	1.8465081	
Ddit3	DNA-damage inducible transcript 3 [Source:MGI Symbol;Acc:MGI:109247]	1.8456118	
Cd52	CD52 antigen [Source:MGI Symbol;Acc:MGI:1346088]	1.8433022	
Zc3hav1	zinc finger CCCH type, antiviral 1 [Source:MGI Symbol;Acc:MGI:1926031]	1.8341647	
Postn	periostin, osteoblast specific factor [Source:MGI Symbol;Acc:MGI:1926321]	1.8331279	
H2-Eb1	histocompatibility 2, class II antigen E beta [Source:MGI Symbol;Acc:MGI:95901]	1.8327718	
Gm5424	predicted gene 5424 [Source:MGI Symbol;Acc:MGI:3643173]	1.8299878	
Gm12314	predicted gene 12314 [Source:MGI Symbol;Acc:MGI:3649316]	1.8297969	
Lacc1	laccase domain containing 1 [Source:MGI Symbol;Acc:MGI:2445077]	1.8283635	
Cgas	cyclic GMP-AMP synthase [Source:MGI Symbol;Acc:MGI:2442261]	1.8281913	
Apoe	apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]	1.8268495	
Itgal	integrin alpha L [Source:MGI Symbol;Acc:MGI:96606]	1.8257098	
Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]	1.825413	
Fpr2	formyl peptide receptor 2 [Source:MGI Symbol;Acc:MGI:1278319]	1.8226659	
Ifit1	interferon-induced protein with tetratricopeptide repeats 1 [Source:MGI Symbol;Acc:MGI:99450]	1.8194164	
Ccl4	chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]	1.8173684	
Gm47754	predicted gene, 47754 [Source:MGI Symbol;Acc:MGI:6096900]	1.8166754	
Casp1	caspase 1 [Source:MGI Symbol;Acc:MGI:96544]	1.8158252	
Kcna4	potassium voltage-gated channel, shaker-related subfamily, member 4 [Source:MGI Symbol;Acc:MGI:96661]	1.8152838	
Cybb	cytochrome b-245, beta polypeptide [Source:MGI Symbol;Acc:MGI:88574]	1.8144333	
Mir155hg	Mir155 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:5477161]	1.8138599	
Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b [Source:MGI Symbol;Acc:MGI:1344376]	1.8128365	
Kcnn4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:MGI Symbol;Acc:MGI:1277957]	1.8116475	
Card9	caspase recruitment domain family, member 9 [Source:MGI Symbol;Acc:MGI:2685628]	1.8089077	
Nectin4	nectin cell adhesion molecule 4 [Source:MGI Symbol;Acc:MGI:1918990]	1.8078103	
Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator [Source:MGI Symbol;Acc:MGI:1314891]	1.8070282	
Kcnh4	potassium voltage-gated channel, subfamily H (eag-related), member 4 [Source:MGI Symbol;Acc:MGI:2156184]	1.8045388	
Mvp	major vault protein [Source:MGI Symbol;Acc:MGI:1925638]	1.799745	
Treml2	triggering receptor expressed on myeloid cells-like 2 [Source:MGI Symbol;Acc:MGI:2147038]	1.7988825	
Ppp1r18os	protein phosphatase 1, regulatory subunit 18, opposite strand [Source:MGI Symbol;Acc:MGI:1918627]	1.7971615	
Ppp1r3d	protein phosphatase 1, regulatory subunit 3D [Source:MGI Symbol;Acc:MGI:1917664]	1.7936522	
Parp10	poly (ADP-ribose) polymerase family, member 10 [Source:MGI Symbol;Acc:MGI:3712326]	1.7920897	
Naip6	NLR family, apoptosis inhibitory protein 6 [Source:MGI Symbol;Acc:MGI:1298222]	1.7917258	
Gpsm3	G-protein signalling modulator 3 (AGS3-like, C. elegans) [Source:MGI Symbol;Acc:MGI:2146785]	1.791466	
Gm13889	predicted gene 13889 [Source:MGI Symbol;Acc:MGI:3652053]	1.789796	
Gm7115	predicted gene 7115 [Source:MGI Symbol;Acc:MGI:3646388]	1.7897938	
Traf5	TNF receptor-associated factor 5 [Source:MGI Symbol;Acc:MGI:107548]	1.7882122	
Csf1r	colony stimulating factor 1 receptor [Source:MGI Symbol;Acc:MGI:1339758]	1.7877169	
Smim24	small integral membrane protein 24 [Source:MGI Symbol;Acc:MGI:1919523]	1.786445	
Tasl	TLR adaptor interacting with endolysosomal SLC15A4 [Source:MGI Symbol;Acc:MGI:1918648]	1.7852178	
Dusp2	dual specificity phosphatase 2 [Source:MGI Symbol;Acc:MGI:101911]	1.7850057	
Prdm9	PR domain containing 9 [Source:MGI Symbol;Acc:MGI:2384854]	1.7848015	
Tnfaip3	tumor necrosis factor, alpha-induced protein 3 [Source:MGI Symbol;Acc:MGI:1196377]	1.7840965	
Rps6ka1	ribosomal protein S6 kinase polypeptide 1 [Source:MGI Symbol;Acc:MGI:104558]	1.7840388	
Pik3ap1	phosphoinositide-3-kinase adaptor protein 1 [Source:MGI Symbol;Acc:MGI:1933177]	1.7830793	
Nostrin	nitric oxide synthase trafficker [Source:MGI Symbol;Acc:MGI:3606242]	1.7812757	
Il1rn	interleukin 1 receptor antagonist [Source:MGI Symbol;Acc:MGI:96547]	1.7808717	
Adora2a	adenosine A2a receptor [Source:MGI Symbol;Acc:MGI:99402]	1.7806284	
Tnip2	TNFAIP3 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2386643]	1.7786554	
Tnfrsf9	tumor necrosis factor receptor superfamily, member 9 [Source:MGI Symbol;Acc:MGI:1101059]	1.7774088	
Il6ra	interleukin 6 receptor, alpha [Source:MGI Symbol;Acc:MGI:105304]	1.7759068	
Ier2	immediate early response 2 [Source:MGI Symbol;Acc:MGI:104815]	1.7751548	
Tent5a	terminal nucleotidyltransferase 5A [Source:MGI Symbol;Acc:MGI:2670964]	1.7749313	
Pla2g7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:MGI Symbol;Acc:MGI:1351327]	1.7745885	
Ptgs1	prostaglandin-endoperoxide synthase 1 [Source:MGI Symbol;Acc:MGI:97797]	1.7743865	
Marcksl1	MARCKS-like 1 [Source:MGI Symbol;Acc:MGI:97143]	1.7731363	
Slamf6	SLAM family member 6 [Source:MGI Symbol;Acc:MGI:1353620]	1.7721099	
Ocstamp	osteoclast stimulatory transmembrane protein [Source:MGI Symbol;Acc:MGI:1921864]	1.7718294	
Gm21092	predicted gene, 21092 [Source:MGI Symbol;Acc:MGI:5434447]	1.7678614	
Zfp90	zinc finger protein 90 [Source:MGI Symbol;Acc:MGI:104786]	1.7676666	
H2-T22	histocompatibility 2, T region locus 22 [Source:MGI Symbol;Acc:MGI:95956]	1.7676225	
Abcg1	ATP binding cassette subfamily G member 1 [Source:MGI Symbol;Acc:MGI:107704]	1.7676216	
Gdf3	growth differentiation factor 3 [Source:MGI Symbol;Acc:MGI:95686]	1.7649881	
Coro1a	coronin, actin binding protein 1A [Source:MGI Symbol;Acc:MGI:1345961]	1.7618119	
Map3k8	mitogen-activated protein kinase kinase kinase 8 [Source:MGI Symbol;Acc:MGI:1346878]	1.7612891	
Irag2	inositol 1,4,5-triphosphate receptor associated 2 [Source:MGI Symbol;Acc:MGI:108424]	1.7603898	
Gm4633	predicted gene 4633 [Source:MGI Symbol;Acc:MGI:3782815]	1.7603271	
Resf1	retroelement silencing factor 1 [Source:MGI Symbol;Acc:MGI:1914496]	1.7601885	
Cxcl16	chemokine (C-X-C motif) ligand 16 [Source:MGI Symbol;Acc:MGI:1932682]	1.7596763	
Fcgr4	Fc receptor, IgG, low affinity IV [Source:MGI Symbol;Acc:MGI:2179523]	1.7582211	
Rassf1	Ras association (RalGDS/AF-6) domain family member 1 [Source:MGI Symbol;Acc:MGI:1928386]	1.757255	
Samd9l	sterile alpha motif domain containing 9-like [Source:MGI Symbol;Acc:MGI:1343184]	1.7553416	
Arhgap11a	Rho GTPase activating protein 11A [Source:MGI Symbol;Acc:MGI:2444300]	1.7541033	
Ifi208	interferon activated gene 208 [Source:MGI Symbol;Acc:MGI:2442822]	1.7511339	
Mif4gd	MIF4G domain containing [Source:MGI Symbol;Acc:MGI:1916924]	1.7510722	
Zfp791	zinc finger protein 791 [Source:MGI Symbol;Acc:MGI:3648473]	1.7503848	
Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4 [Source:MGI Symbol;Acc:MGI:104511]	1.7482914	
Bco2	beta-carotene oxygenase 2 [Source:MGI Symbol;Acc:MGI:2177469]	1.745996	
Lsp1	lymphocyte specific 1 [Source:MGI Symbol;Acc:MGI:96832]	1.7455375	
Tmcc3	transmembrane and coiled coil domains 3 [Source:MGI Symbol;Acc:MGI:2442900]	1.7438004	
D17H6S56E-5	DNA segment, Chr 17, human D6S56E 5 [Source:MGI Symbol;Acc:MGI:1306799]	1.74374	
Rel	reticuloendotheliosis oncogene [Source:MGI Symbol;Acc:MGI:97897]	1.7430089	
C5ar1	complement component 5a receptor 1 [Source:MGI Symbol;Acc:MGI:88232]	1.7428463	
Gm5345	predicted gene 5345 [Source:MGI Symbol;Acc:MGI:3644320]	1.7400227	
Tep1	telomerase associated protein 1 [Source:MGI Symbol;Acc:MGI:109573]	1.7353139	
Il10ra	interleukin 10 receptor, alpha [Source:MGI Symbol;Acc:MGI:96538]	1.7352915	
Pira12	paired-Ig-like receptor A12 [Source:MGI Symbol;Acc:MGI:3709645]	1.7340988	
Ehd1	EH-domain containing 1 [Source:MGI Symbol;Acc:MGI:1341878]	1.7334815	
Rigi	RNA sensor RIG-I [Source:MGI Symbol;Acc:MGI:2442858]	1.7332141	
Tbc1d8	TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]	1.7328194	
Cd274	CD274 antigen [Source:MGI Symbol;Acc:MGI:1926446]	1.7323538	
Cnnm4	cyclin M4 [Source:MGI Symbol;Acc:MGI:2151060]	1.7313958	
Hif1a	hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]	1.7308736	
Skil	SKI-like [Source:MGI Symbol;Acc:MGI:106203]	1.730504	
Cx3cr1	chemokine (C-X3-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:1333815]	1.7297937	
Fam20c	FAM20C, golgi associated secretory pathway kinase [Source:MGI Symbol;Acc:MGI:2136853]	1.7257162	
Irak3	interleukin-1 receptor-associated kinase 3 [Source:MGI Symbol;Acc:MGI:1921164]	1.7249298	
BC035044	cDNA sequence BC035044 [Source:MGI Symbol;Acc:MGI:2448540]	1.7239807	
H2-Q1	histocompatibility 2, Q region locus 1 [Source:MGI Symbol;Acc:MGI:95928]	1.7230552	
Cd5	CD5 antigen [Source:MGI Symbol;Acc:MGI:88340]	1.721907	
Pdcd1	programmed cell death 1 [Source:MGI Symbol;Acc:MGI:104879]	1.7193068	
Gna15	guanine nucleotide binding protein, alpha 15 [Source:MGI Symbol;Acc:MGI:95770]	1.7183585	
Sult6b1	sulfotransferase family, cytosolic, 6B, member 1 [Source:MGI Symbol;Acc:MGI:1920921]	1.7182578	
Dnajb7	DnaJ heat shock protein family (Hsp40) member B7 [Source:MGI Symbol;Acc:MGI:1914012]	1.7172982	
Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide [Source:MGI Symbol;Acc:MGI:95496]	1.7169054	
Dnmt3l	DNA (cytosine-5-)-methyltransferase 3-like [Source:MGI Symbol;Acc:MGI:1859287]	1.7167265	
Myo1g	myosin IG [Source:MGI Symbol;Acc:MGI:1927091]	1.7154721	
Alpk1	alpha-kinase 1 [Source:MGI Symbol;Acc:MGI:1918731]	1.7142842	
1500004A13Rik	RIKEN cDNA 1500004A13 gene [Source:MGI Symbol;Acc:MGI:2442808]	1.7132056	
Ptprj	protein tyrosine phosphatase, receptor type, J [Source:MGI Symbol;Acc:MGI:104574]	1.7129644	
Gm16675	predicted gene, 16675 [Source:MGI Symbol;Acc:MGI:4439599]	1.7117982	
Itga6	integrin alpha 6 [Source:MGI Symbol;Acc:MGI:96605]	1.711332	
Cyth1	cytohesin 1 [Source:MGI Symbol;Acc:MGI:1334257]	1.7095598	
Psmb9	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2) [Source:MGI Symbol;Acc:MGI:1346526]	1.7080163	
Ms4a6b	membrane-spanning 4-domains, subfamily A, member 6B [Source:MGI Symbol;Acc:MGI:1917024]	1.70708	
Ccl12	chemokine (C-C motif) ligand 12 [Source:MGI Symbol;Acc:MGI:108224]	1.7060069	
C3	complement component 3 [Source:MGI Symbol;Acc:MGI:88227]	1.7042768	
Smpdl3b	sphingomyelin phosphodiesterase, acid-like 3B [Source:MGI Symbol;Acc:MGI:1916022]	1.7040913	
Cxcl3	chemokine (C-X-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:3037818]	1.7032607	
Gm6627	predicted gene 6627 [Source:MGI Symbol;Acc:MGI:3644486]	1.703027	
Hspb3	heat shock protein 3 [Source:MGI Symbol;Acc:MGI:1928479]	1.7010689	
H2-Ob	histocompatibility 2, O region beta locus [Source:MGI Symbol;Acc:MGI:95925]	1.7006009	
AW046200	expressed sequence AW046200 [Source:MGI Symbol;Acc:MGI:2142745]	1.7004591	
Dck	deoxycytidine kinase [Source:MGI Symbol;Acc:MGI:102726]	1.7001426	
Rims3	regulating synaptic membrane exocytosis 3 [Source:MGI Symbol;Acc:MGI:2443331]	1.7000077	
E230029C05Rik	RIKEN cDNA E230029C05 gene [Source:MGI Symbol;Acc:MGI:2442580]	1.6989148	
Hyi	hydroxypyruvate isomerase (putative) [Source:MGI Symbol;Acc:MGI:1915430]	1.698728	
Gm10371	predicted gene 10371 [Source:MGI Symbol;Acc:MGI:3642716]	1.6984854	
Gpnmb	glycoprotein (transmembrane) nmb [Source:MGI Symbol;Acc:MGI:1934765]	1.6980492	
Pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:MGI Symbol;Acc:MGI:1353576]	1.6980191	
Pkn1	protein kinase N1 [Source:MGI Symbol;Acc:MGI:108022]	1.6973783	
Pdcd1lg2	programmed cell death 1 ligand 2 [Source:MGI Symbol;Acc:MGI:1930125]	1.6973066	
Pde8a	phosphodiesterase 8A [Source:MGI Symbol;Acc:MGI:1277116]	1.6964355	
Gm5431	predicted gene 5431 [Source:MGI Symbol;Acc:MGI:3645205]	1.6958848	
Gm46189	predicted gene, 46189 [Source:MGI Symbol;Acc:MGI:5825826]	1.6954	
Tmem156	transmembrane protein 156 [Source:MGI Symbol;Acc:MGI:2685292]	1.6913798	
Ctsc	cathepsin C [Source:MGI Symbol;Acc:MGI:109553]	1.6908004	
Slc31a2	solute carrier family 31, member 2 [Source:MGI Symbol;Acc:MGI:1333844]	1.6903	
